"type","code","score","sportsmen_count","equipment","description","image"
"flexibility","SF43","1","1","Стропы","Продольный шпагат 180 градусов и более Проворот плеча бильман Ноги прямые Рука удерживает стропу на уровне щиколотки Руки прямые","https://admin.wafed.org/storage/elements/19587/image.webp"
"flexibility","AHF43","0.6","1","Кольцо","Руки прямые Ноги прямые Упор голенью ","https://admin.wafed.org/storage/elements/18879/image.webp"
"flexibility","ASF43","0.4","1","Полотно","Продольный шпагат 180 градусов и более руки прямые проворот плеча Точка опоры под икроножной мышцей Удержание одноименной рукой полотна","https://admin.wafed.org/storage/elements/19256/image.webp"
"flexibility","SF44","1","1","Стропы","Удержание задний ноги за щиколотку Удержание передний ноги рукой в районе от колено до щиколотки удержание через бок Раскрытие продольного шпагата 180 градусов и более","https://admin.wafed.org/storage/elements/19588/image.webp"
"flexibility","AHF44","0.6","1","Кольцо","Руки прямые Ноги прямые Без упора корпусом или ногами в кольцо                       Возможно выполнять как на верхней, так и на нижней дуге.","https://admin.wafed.org/storage/elements/18880/image.webp"
"flexibility","ASF44","0.4","1","Полотно","Продольный шпагат 180 и более Руки прямые Проворот плеча Удержание одноименной рукой полотна точка опоры под стопой","https://admin.wafed.org/storage/elements/19257/image.webp"
"flexibility","SF45","1","1","Стропы","Вис на стопе Узкий хват Нога над головой согнута Нога между кистей Проворот плеч руки прямые","https://admin.wafed.org/storage/elements/19589/image.webp"
"flexibility","AHF45","0.6","1","Кольцо","Зацеп за боковую дугу Ноги согнуты                           Проворот плеч                          Удержание ноги за щиколотку","https://admin.wafed.org/storage/elements/18881/image.webp"
"flexibility","ASF45","0.4","1","Полотно","Руки прямые Продольный шпагат 180 градусов и более Ноги прямые","https://admin.wafed.org/storage/elements/19258/image.webp"
"flexibility","SF46","1","1","Стропы","Раскрытие ног в Продольный шпагат (180 Градусов и более) Проворот плеч Удержание за щиколотку Ноги прямые Руки прямые","https://admin.wafed.org/storage/elements/19590/image.webp"
"flexibility","AHF46","0.6","1","Кольцо","Удержание одноименных ног Нижняя нога согнутая Продольная шпагатная линия от стопы до колена 180 градусов и более ","https://admin.wafed.org/storage/elements/18882/image.webp"
"flexibility","ASF46","0.4","1","Полотно","Спиральная намотка на опорной ноге Удержание ноги в положении бильман Удержание ноги за щиколотку Возможно выполнять на разделенных/собранных полотнах","https://admin.wafed.org/storage/elements/19259/image.webp"
"flexibility","SF47","1","1","Стропы","Продольный шпагат 180 градусов и более Проворот плеч Удержание одноименной ноги за щиколотку Ноги прямые Руки прямые","https://admin.wafed.org/storage/elements/19591/image.webp"
"flexibility","AHF47","0.6","1","Кольцо","Вис на подколенке Нога фиксируется подбородком","https://admin.wafed.org/storage/elements/18883/image.webp"
"flexibility","ASF47","0.6","1","Полотно","Прогиб корпуса Руки прямые ноги прямые Ноги разведены","https://admin.wafed.org/storage/elements/19260/image.webp"
"flexibility","SF48","1","1","Стропы","Продольный шпагат 180 градусов и более Упор плечом в снаряд, руки в стороны Ноги прямые","https://admin.wafed.org/storage/elements/19592/image.webp"
"flexibility","AHF48","0.6","1","Кольцо","Удержание одноименной рукой Удержание за щиколотки Верхняя нога согнута Продольная шпагатная линия от колена до стопы 180 градусов и более.","https://admin.wafed.org/storage/elements/18884/image.webp"
"flexibility","ASF48","0.6","1","Полотно","Проворот плеча удержание за щиколотку Одноименная рука удерживает ногу Верхняя нога прямая  Возможно выполнять на разделенных/собранных полотнах","https://admin.wafed.org/storage/elements/19261/image.webp"
"flexibility","SF49","1","1","Стропы","Без дополнительных намоток Упор нижний рукой в стропы (стропу) Удержание разноименной ноги за щиколотку Проворот плеч Ноги прямые","https://admin.wafed.org/storage/elements/19593/image.webp"
"flexibility","AHF49","0.8","1","Кольцо","Руки прямые  Ноги прямые  Удержание ног на участке от колена до щиколотки  Продольная шпагатная линия                                      Вис на подмышечных впадинах","https://admin.wafed.org/storage/elements/18885/image.webp"
"flexibility","ASF49","0.6","1","Полотно","Проворот плеч Ноги прямые Удержание ноги за щиколотку Спиральная намотка на опорной ноге","https://admin.wafed.org/storage/elements/19262/image.webp"
"flexibility","SF50","1","1","Стропы","Продольный шпагат 180 градусов и более Проворот плеч Ноги прямые Руки прямые Руки удерживают ногу за щиколотку","https://admin.wafed.org/storage/elements/19594/image.webp"
"flexibility","AHF50","0.8","1","Кольцо","Проворот плеча Ноги согнуты в коленях Свободная нога сверху удерживаемой и касается руки","https://admin.wafed.org/storage/elements/18886/image.webp"
"flexibility","ASF50","0.6","1","Полотно","Намотка через поясницу Удержание ноги за щиколотку Верхняя нога согнута Проворот плеч Нижняя нога прямая","https://admin.wafed.org/storage/elements/19263/image.webp"
"flexibility","SF51","1.2","1","Стропы","Вис на подколенке Удержание ноги за щиколотку Руки прямые Проворот плеч","https://admin.wafed.org/storage/elements/19595/image.webp"
"flexibility","AHF51","0.8","1","Кольцо","Хват рук и зацеп ноги на нижней дуге Опорная нога прямая Руки прямые Рабочая нога согнута Рабочая нога между рук Нога касается головы","https://admin.wafed.org/storage/elements/18887/image.webp"
"flexibility","ASF51","0.6","1","Полотно","Продольный шпагат 180 градусов и более) Руки прямые Вторая рука не на снаряде Передняя нога в петле","https://admin.wafed.org/storage/elements/19264/image.webp"
"flexibility","SF52","1.2","1","Стропы","Разноименная рука и нога За щиколотку Продольный шпагат от колена до щиколотки 180 градусов и более","https://admin.wafed.org/storage/elements/19596/image.webp"
"flexibility","AHF52","0.8","1","Кольцо","Удержание ноги одной рукой Удержание одноименной  ноги  Проворот плеч Ноги прямые Руки прямые Упор стопой в боковую дугу","https://admin.wafed.org/storage/elements/18888/image.webp"
"flexibility","ASF52","0.6","1","Полотно","Линия от колена до щиколотки пятки 180 градусов и более Удержание одноименной ноги за участок от колена до щиколотки Возможно выполнять на разделенных/собранных полотнах","https://admin.wafed.org/storage/elements/19265/image.webp"
"flexibility","SF53","1.2","1","Стропы","Удержание разноименной ноги Удержание за щиколотку Продольный шпагат 180 градусов и более проворот плеча","https://admin.wafed.org/storage/elements/19597/image.webp"
"flexibility","AHF53","0.8","1","Кольцо","Руки с разных сторон от дуги кольца Удержание ноги на участке от щиколотки до колена   Проворот плеч Колено согнуто","https://admin.wafed.org/storage/elements/18889/image.webp"
"flexibility","ASF53","0.6","1","Полотно","Вис в петле на пояснице проворот плеч Руки прямые Ноги прямые","https://admin.wafed.org/storage/elements/19266/image.webp"
"flexibility","SF54","1.2","1","Стропы","Удержание разноименной рукой Удержание ноги на участке от колена до щиколотки Ноги прямые Руки прямые проворот плеча","https://admin.wafed.org/storage/elements/19598/image.webp"
"flexibility","AHF54","0.8","1","Кольцо","Руки с разных сторон от дуги кольца Удержание ноги на участке от щиколотки до колена   Проворот плеч Задняя нога согнута","https://admin.wafed.org/storage/elements/18890/image.webp"
"flexibility","ASF54","0.6","1","Полотно","Продольный шпагат 180 градусов и более Удержание одноименной ноги на участке от колена до щиколотки Возможно выполнять на разделенных/собранных полотнах","https://admin.wafed.org/storage/elements/19267/image.webp"
"flexibility","SF55","1.2","1","Стропы","Продольный шпагат 180 градусов и более Проворот плеч Удержание разноименной ноги за щиколотку Ноги прямые Руки прямые","https://admin.wafed.org/storage/elements/19599/image.webp"
"flexibility","AHF55","0.8","1","Кольцо","Продольный шпагат 180 градусов и более Плечи на одной линии  и направлены вперед Ноги прямые","https://admin.wafed.org/storage/elements/18891/image.webp"
"flexibility","ASF55","0.6","1","Полотно","Проворот плеча Удержание одноименной ноги Колено согнуто Прямой хват без фиксирующих намоток в Возможно выполнять на разделенных/собранных полотнах","https://admin.wafed.org/storage/elements/19268/image.webp"
"flexibility","SF56","1.2","1","Стропы","Удержание ног за щиколотки Ноги прямые Проворот плеч Руки прямые","https://admin.wafed.org/storage/elements/19600/image.webp"
"flexibility","AHF56","0.8","1","Кольцо","Руки прямые Стопы касаются лба или плеч  Без упора корпусом или ногами в кольцо                       Возможно выполнять как на верхней, так и на нижней дуге.","https://admin.wafed.org/storage/elements/18892/image.webp"
"flexibility","ASF56","0.6","1","Полотно","Удержание полотна без дополнительных намоток Свободная рука не на снаряде Продольный шпагат 180 градусов и более","https://admin.wafed.org/storage/elements/19269/image.webp"
"flexibility","SF57","1.2","1","Стропы","Руки прямые ноги прямые Проворот плеч Продольный шпагат 180 градусов и более удержание ноги за щиколотку","https://admin.wafed.org/storage/elements/19601/image.webp"
"flexibility","AHF57","0.8","1","Кольцо","Руки прямые Удержание разноименных ног Нижняя нога прямая Проворот плеча у нижней руки","https://admin.wafed.org/storage/elements/18893/image.webp"
"flexibility","ASF57","0.6","1","Полотно","Удержание разноименных ног Раскрытие продольной шпагатной линии Колено согнутое Руки прямые","https://admin.wafed.org/storage/elements/19270/image.webp"
"flexibility","SF58","1.2","1","Стропы","Проворот плеч Удержание задней ноги за щиколотку Удержание передний ноги рукой в районе от колена до щиколотки Раскрытие продольного шпагата 180 градусов и более","https://admin.wafed.org/storage/elements/19602/image.webp"
"flexibility","AHF58","0.8","1","Кольцо","Руки прямые Продольный шпагат 180 градусов и более Прогиб в спине                                            Ноги с одной стороны от кольца","https://admin.wafed.org/storage/elements/18894/image.webp"
"flexibility","ASF58","0.6","1","Полотно","Раскрытие продольной шпагатной линии Колено согнуто Руки прямые Упор ногой в полотно","https://admin.wafed.org/storage/elements/19271/image.webp"
"flexibility","SF59","1.4","1","Стропы","Продольный шпагат 180 градусов и более Проворот плеч Удержание разноименной ноги за щиколотку Ноги прямые Руки прямые","https://admin.wafed.org/storage/elements/19603/image.webp"
"flexibility","AHF59","0.8","1","Кольцо","Проворот плеч  Удержание ноги двумя руками Ноги согнуты ","https://admin.wafed.org/storage/elements/18895/image.webp"
"flexibility","ASF59","0.6","1","Полотно","Удержание одноименной ноги Продольный шпагат 180 градусов и более удержание ноги на участке от колена до щиколотки Ноги прямые","https://admin.wafed.org/storage/elements/19272/image.webp"
"flexibility","SF60","1.4","1","Стропы","Продольный шпагат 180 градусов и более Удержание прямыми руками стропы под стопой Руки прямые","https://admin.wafed.org/storage/elements/19604/image.webp"
"flexibility","AHF60","0.8","1","Кольцо","Одноименная нога между кистью руки и кольцом Прогиб спины Плечи на одной линии Руки и ноги прямые","https://admin.wafed.org/storage/elements/18896/image.webp"
"flexibility","ASF60","0.6","1","Полотно","Продольный шпагат 180 градусов и более Удержание ноги за щиколотку Фиксирующая намотка крестом за спиной","https://admin.wafed.org/storage/elements/19273/image.webp"
"flexibility","SF61","1.4","1","Стропы","Вис на стопе Кисти касаются друг друга Ноги прямые Нога между кистей Проворот плеч","https://admin.wafed.org/storage/elements/19605/image.webp"
"flexibility","AHF61","0.8","1","Кольцо","Проворот плеч Руки прямые Нога прямая","https://admin.wafed.org/storage/elements/18897/image.webp"
"flexibility","ASF61","0.6","1","Полотно","Продольный шпагат 180 градусов и более Удержание ног за щиколотки Фиксирующая намотка крестом за спиной Ноги прямые","https://admin.wafed.org/storage/elements/19274/image.webp"
"flexibility","SF62","1.4","1","Стропы","Продольный шпагат 180 градусов и более проворот плеч Удержание ноги за Щиколотку Ноги прямые","https://admin.wafed.org/storage/elements/19606/image.webp"
"flexibility","AHF62","0.8","1","Кольцо","Коленный сгиб находится на боковой дуге  Корпус под кольцом  Прямые руки  Удержание на участке от колена до щиколотки   Проворот плеч ","https://admin.wafed.org/storage/elements/18898/image.webp"
"flexibility","ASF62","0.6","1","Полотно","Руки прямые Удержание ноги за щиколотку Удерживаемая нога прямая Возможно выполнять на разделенных/собранных полотнах","https://admin.wafed.org/storage/elements/19275/image.webp"
"flexibility","SF63","1.4","1","Стропы","Продольный шпагат 180 градусов и более Удержание прямыми руками стропы над стопой Руки прямые Нога между рук","https://admin.wafed.org/storage/elements/19607/image.webp"
"flexibility","AHF63","0.8","1","Кольцо","Удержание одноименных ног Удержание за щиколотку Продольная шпагатная линии от стопы до колена 180 градусов и более","https://admin.wafed.org/storage/elements/18899/image.webp"
"flexibility","ASF63","0.6","1","Полотно","Продольный шпагат 180 градусов и более Спиральные намотки на двух ногах Проворот плеч Удержание руками за полотно","https://admin.wafed.org/storage/elements/19276/image.webp"
"flexibility","SF64","1.4","1","Стропы","С проворотом плеч Руки прямые Ноги прямые Голова касается ног\ягодиц Стропы находятся на уровне от колена до щиколотки","https://admin.wafed.org/storage/elements/19608/image.webp"
"flexibility","AHF64","1","1","Кольцо","Удержание одноименной ноги за щиколотку  Проворот плеча Продольный шпагат 180 градусов и более","https://admin.wafed.org/storage/elements/18900/image.webp"
"flexibility","ASF64","0.8","1","Полотно","Проворот плеч Удержание ноги на участке от колена до щиклотки Ноги прямые Свободная нога между рабочей рукой и ногой  Возможно выполнять на разделенных/собранных полотнах","https://admin.wafed.org/storage/elements/19277/image.webp"
"flexibility","SF65","1.4","1","Стропы","Нога между рук Ноги прямые Кисти над ногой Верхняя нога без фиксирующих намоток","https://admin.wafed.org/storage/elements/19609/image.webp"
"flexibility","AHF65","1","1","Кольцо","                                            Удержание одноименной ноги через бок                                            Продольный шпагат 180 градусов и более                               ","https://admin.wafed.org/storage/elements/18901/image.webp"
"flexibility","ASF65","0.8","1","Полотно","Проворот плеча Удержание ноги за щиколотку Верхняя нога согнута Без дополнительных фиксаций","https://admin.wafed.org/storage/elements/19278/image.webp"
"flexibility","SF66","1.4","1","Стропы","Удержание ног от колена до щиколотки Удержание разноименных ног Ноги прямые проворот плеча","https://admin.wafed.org/storage/elements/19610/image.webp"
"flexibility","AHF66","1","1","Кольцо","Хват рук и зацеп ноги на нижней дуге Ноги прямые Руки прямые Рабочая нога между рук","https://admin.wafed.org/storage/elements/18902/image.webp"
"flexibility","ASF66","0.8","1","Полотно","Продольный шпагат 180 градусов и более Удержание одноименной ноги Удержание через бок Руки прямые","https://admin.wafed.org/storage/elements/19279/image.webp"
"flexibility","AHF67","1","1","Кольцо","Удержание двумя руками Удержание  за щиколотку Проворот плеч Ноги прямые Руки прямые","https://admin.wafed.org/storage/elements/18903/image.webp"
"flexibility","ASF67","0.8","1","Полотно","Продольный шпагат 180 градусов и более) Проворот плеча Удержание одноименной ноги за щиколотку Передняя нога в петле","https://admin.wafed.org/storage/elements/19280/image.webp"
"flexibility","AHF68","1","1","Кольцо","Руки с разных сторон от дуги кольца Удержание ноги на участке от щиколотки до колена   Проворот плеч Продольный шпагат 180 градусов и более","https://admin.wafed.org/storage/elements/18904/image.webp"
"flexibility","ASF68","0.8","1","Полотно","Проворот плеча Одноименная рука удерживает одноименную ногу Колено прямое Верхняя нога прямая Удержание ноги за щиколотку Возможно выполнять на разделенных/собранных полотнах","https://admin.wafed.org/storage/elements/19281/image.webp"
"flexibility","AHF69","1","1","Кольцо","Проворот плеч Руки прямые  Удержание прямой ноги Удержание за щиколотку Руки прямые","https://admin.wafed.org/storage/elements/18905/image.webp"
"flexibility","ASF69","0.8","1","Полотно","Продольный шпагат 180 градусов и более Опорная рука прямая Одна рука не на снаряде","https://admin.wafed.org/storage/elements/19282/image.webp"
"flexibility","AHF70","1","1","Кольцо","Руки прямые Ноги согнуты Хват уже линии плеч ","https://admin.wafed.org/storage/elements/18906/image.webp"
"flexibility","ASF70","0.8","1","Полотно","Проворот плеча Удержание разноименной рукой Удержание за щиколотку Удерживаемая нога согнута Прямой хват без дополнительных фиксаций  Возможно выполнять на разделенных/собранных полотнах","https://admin.wafed.org/storage/elements/19283/image.webp"
"flexibility","AHF71","1","1","Кольцо","Руки прямые Удержание разноименной ноги Продольный шпагат 180 градусов и более Кисть удерживает кольцо и находится над щиколоткой ","https://admin.wafed.org/storage/elements/18907/image.webp"
"flexibility","ASF71","0.8","1","Полотно","Проворот плеч Ноги прямые Кисть над ногой","https://admin.wafed.org/storage/elements/19284/image.webp"
"flexibility","AHF72","1","1","Кольцо","Руки прямые Ноги прямые Удержание одноименной ноги без проворота плеч Передняя нога перед кольцом, задняя нога за кольцом","https://admin.wafed.org/storage/elements/18908/image.webp"
"flexibility","ASF72","0.8","1","Полотно","Проворот плеч Продольный шпагат 180 градусов и более Удержание ноги за щиколотку","https://admin.wafed.org/storage/elements/19285/image.webp"
"flexibility","AHF73","1","1","Кольцо","Верхняя рука под ногой Нижняя рука на нижней дуге Ноги прямые","https://admin.wafed.org/storage/elements/18909/image.webp"
"flexibility","ASF73","0.8","1","Полотно","Продольный шпагат 180 градусов и более Упор грудной клеткой в полотно Прогиб в спине.","https://admin.wafed.org/storage/elements/19286/image.webp"
"flexibility","AHF74","1","1","Кольцо","Проворот плеч                           Удержание разноименной ноги                                            Удержание за щиколотку Руки прямые  Раскрытие шпагатной линии от колена до щиколотки 180 и более ","https://admin.wafed.org/storage/elements/18910/image.webp"
"flexibility","ASF74","0.8","1","Полотно","Удержание ноги за щиколотку Фиксирующая намотка крестом за спиной Проворот плеч","https://admin.wafed.org/storage/elements/19287/image.webp"
"flexibility","AHF75","1","1","Кольцо","Удержание разноименной ноги за щиколотку Удерживаемая нога прямая Проворот плеча ","https://admin.wafed.org/storage/elements/18911/image.webp"
"flexibility","ASF75","0.8","1","Полотно","Спиральные намотки на стопы Ноги согнуты Удержание ног за щиколотки Проворот плеч","https://admin.wafed.org/storage/elements/19288/image.webp"
"flexibility","AHF76","1","1","Кольцо","Удержание разноименной ноги.                                        Удержание через бок                      Свободная нога прямая.         Вис на одной руке","https://admin.wafed.org/storage/elements/18912/image.webp"
"flexibility","ASF76","0.8","1","Полотно","Без фиксирующих намоток Ноги прямые Руки прямые Проворот плеч","https://admin.wafed.org/storage/elements/19289/image.webp"
"flexibility","AHF77","1","1","Кольцо","Удержание одноименных ног Удержание за щиколотки Нижняя нога прямая Продольный шпагат 180 градусов и более","https://admin.wafed.org/storage/elements/18913/image.webp"
"flexibility","ASF77","0.8","1","Полотно","Продольный шпагат 180 градусов и более упор в переднее полотно Удержание одноименной ноги Ноги прямые Проворот плеча Руки прямые","https://admin.wafed.org/storage/elements/19290/image.webp"
"flexibility","AHF78","1","1","Кольцо","Хват рук на нижней дуге Ноги прямые в шпагатной линии 180 и более Руки прямые  Рабочая нога между рук","https://admin.wafed.org/storage/elements/18914/image.webp"
"flexibility","ASF78","0.8","1","Полотно","Проворот плеч Ноги прямые Удержание ноги за щиколотку","https://admin.wafed.org/storage/elements/19291/image.webp"
"flexibility","AHF79","1","1","Кольцо","Удержание разноименной рукой Верхняя нога согнута Продольная шпагатная линия от колена до стопы 180 градусов и более. ","https://admin.wafed.org/storage/elements/18915/image.webp"
"flexibility","ASF79","0.8","1","Полотно","Продольный шпагат 180 градусов и более Без фиксирующих намоток Удержание ноги за участок от колена до щиколотки Руки прямые Ноги прямые  Возможно выполнять на разделенных/собранных полотнах","https://admin.wafed.org/storage/elements/19292/image.webp"
"flexibility","AHF80","1","1","Кольцо","Удержание ноги за щиколотку                 Проворот плеч                                            Продольный шпагат 180 градусов и более                               ","https://admin.wafed.org/storage/elements/18916/image.webp"
"flexibility","ASF80","0.8","1","Полотно","Продольный шпагат 180 градусов и более Руки не на снаряде Упор плечом в полотно","https://admin.wafed.org/storage/elements/19293/image.webp"
"flexibility","AHF81","1","1","Кольцо","Проворот плеч Удержание ноги двумя руками Верхняя нога прямая Удержание ноги за стопу","https://admin.wafed.org/storage/elements/18917/image.webp"
"flexibility","ASF81","0.8","1","Полотно","Без дополнительных намоток Упор в полотно Удержание ноги за щиколотку Проворот плеч Нога согнута Удержание разноименной рукой Возможно выполнять на разделенных/собранных полотнах","https://admin.wafed.org/storage/elements/19294/image.webp"
"flexibility","AHF82","1.2","1","Кольцо","Продольный шпагат 180 градусов и более Удержание одноименной ноги Ноги прямые","https://admin.wafed.org/storage/elements/18918/image.webp"
"flexibility","ASF82","0.8","1","Полотно","Петля на нижней ноге Удержание разноименной ноги на участке от колена до щиколотки Руки прямые Удержание рукой петлю","https://admin.wafed.org/storage/elements/19295/image.webp"
"flexibility","AHF83","1.2","1","Кольцо","Проворот плеч Ноги согнуты Руки согнуты","https://admin.wafed.org/storage/elements/18919/image.webp"
"flexibility","ASF83","0.8","1","Полотно","Продольный шпагат 180 градусов и более Спиральные намотки на двух ногах Проворот плеч Удержание ноги еа участке от колена до щиколотки Руки прямые","https://admin.wafed.org/storage/elements/19296/image.webp"
"flexibility","AHF84","1.2","1","Кольцо","Руки с разных сторон от дуги кольца Удержание ноги на участке от щиколотки до колена   Проворот плеч Продольный шпагат 180 градусов и более ","https://admin.wafed.org/storage/elements/18920/image.webp"
"flexibility","ASF84","0.8","1","Полотно","Удерживаемая нога прямая руки прямые удержание ног на участке от колена до щиколотки","https://admin.wafed.org/storage/elements/19297/image.webp"
"flexibility","AHF85","1.2","1","Кольцо","Удержание разноименных ног Ноги прямые Продольный шпагат 180 градусов и более","https://admin.wafed.org/storage/elements/18921/image.webp"
"flexibility","ASF85","0.8","1","Полотно","Продольный шпагат 180 градусов и более Проворот плеча в положении бильман Удержание ноги за щиколотку Ноги прямые","https://admin.wafed.org/storage/elements/19298/image.webp"
"flexibility","AHF86","1.2","1","Кольцо","Руки прямые Ноги прямые Узкий хват                               Нога под кольцом","https://admin.wafed.org/storage/elements/18922/image.webp"
"flexibility","ASF86","0.8","1","Полотно","Продольный шпагат 180 и более Руки прямые Проворот плеча Удержание одноименной рукой ноги на участке от колена до щиколотки","https://admin.wafed.org/storage/elements/19299/image.webp"
"flexibility","AHF87","1.2","1","Кольцо","Руки прямые Ноги прямые Удержание одноименной ноги с проворотом плеча Передняя нога перед кольцом, задняя нога за кольцом","https://admin.wafed.org/storage/elements/18923/image.webp"
"flexibility","ASF87","0.8","1","Полотно","Руки прямые Продольный шпагат 180 градусов и более Удержание одноименной ноги на участке от колена до щиколотки проворот плеча","https://admin.wafed.org/storage/elements/19300/image.webp"
"flexibility","AHF88","1.2","1","Кольцо","Продольный шпагат 180 градусов и более Руки прямые Ноги прямые","https://admin.wafed.org/storage/elements/18924/image.webp"
"flexibility","ASF88","0.8","1","Полотно","Удержание двух ног за стопы / взъемы Колени согнуты Ноги вместе Проворот плеч","https://admin.wafed.org/storage/elements/19722/01JSKRW7C384YF785JMH7K6WYA.png"
"flexibility","AHF89","1.2","1","Кольцо","Удержание одноименных ног Ноги прямые Продольный шпагат 180 градусов и более","https://admin.wafed.org/storage/elements/18925/image.webp"
"flexibility","ASF89","1","1","Полотно","Прогиб корпуса Руки и ноги прямые Ноги вместе Проворот плеч две петли","https://admin.wafed.org/storage/elements/19301/image.webp"
"flexibility","AHF90","1.2","1","Кольцо","Удержание двумя руками согнутой ноги Свободная нога прямая над головой Свободная нога между рук","https://admin.wafed.org/storage/elements/18926/image.webp"
"flexibility","ASF90","1","1","Полотно","Проворот плеча Одноименная рука удерживает одноименную ногу Продольный шпагат 180 градусов и более Удержание ноги за щиколотку Возможно выполнять на разделенных/собранных полотнах","https://admin.wafed.org/storage/elements/19302/image.webp"
"flexibility","AHF91","1.2","1","Кольцо","Руки на верхней дуге Ноги  между рукой и кольцом Плечи на одной линии Руки и ноги прямые","https://admin.wafed.org/storage/elements/18927/image.webp"
"flexibility","ASF91","1","1","Полотно","Проворот плеча Удержание одноименной ноги Ноги прямые Прямой хват без дополнительных фиксация  Возможно выполнять на разделенных/собранных полотнах","https://admin.wafed.org/storage/elements/19303/image.webp"
"flexibility","AHF92","1.2","1","Кольцо","Удержание ноги с проворотом плеч Ноги согнутые Удержание ноги за щиколотку","https://admin.wafed.org/storage/elements/18928/image.webp"
"flexibility","ASF92","1","1","Полотно","Руки прямые Ноги прямые Удержание полотна Продольный шпагат 180 градусов и более Удержание ноги за щиколотку без проворота плеч","https://admin.wafed.org/storage/elements/19304/image.webp"
"flexibility","AHF93","1.2","1","Кольцо","Продольный шпагат 180 градусов и более                      Локти за кольцом                    Нижняя нога перпендикулярно полу            Удержание одноименных ног","https://admin.wafed.org/storage/elements/18929/image.webp"
"flexibility","ASF93","1","1","Полотно","Проворот плеч Удержание разноименной рукой ногу за щиколотку Продольный шпагат 180 градусов и более Руки прямые","https://admin.wafed.org/storage/elements/19305/image.webp"
"flexibility","AHF94","1.2","1","Кольцо","Ноги прямые Одноименная нога между рукой и кольцом  Удержание нижней ноги через бок","https://admin.wafed.org/storage/elements/18930/image.webp"
"flexibility","ASF94","1","1","Полотно","Продольный шпагат 180 градусов и более Удержание ноги на участке от колена до щиколотки Нижняя нога перпендикулярна полу Руки прямые","https://admin.wafed.org/storage/elements/19306/image.webp"
"flexibility","AHF95","1.2","1","Кольцо","Продольный шпагат 180 градусов и более Проворот плеч Удержание разноименной рукой Удержание ноги за щиколотку","https://admin.wafed.org/storage/elements/18931/image.webp"
"flexibility","ASF95","1","1","Полотно","Верхняя нога в петле Удержание одноименной рукой Проворот плеча Продольный шпагат 180 градусов и более","https://admin.wafed.org/storage/elements/19307/image.webp"
"flexibility","AHF96","1.2","1","Кольцо","Ноги прямые На боковой дуге                       Удержание ноги за щиколотку","https://admin.wafed.org/storage/elements/18932/image.webp"
"flexibility","ASF96","1","1","Полотно","Продольный шпагат 180 градусов и более Спиральная намотка на одной ноге Проворот плеч","https://admin.wafed.org/storage/elements/19308/image.webp"
"flexibility","AHF97","1.2","1","Кольцо","Проворот плеч Удержание разноименных ног Нижняя нога прямая","https://admin.wafed.org/storage/elements/18933/image.webp"
"flexibility","ASF97","1","1","Полотно","Стопа без дополнительных намоток Удержание разноименной рукой Продольный шпагат 180 градусов и более Руки прямые Проворот плеч удержание за щиколотку","https://admin.wafed.org/storage/elements/19309/image.webp"
"flexibility","AHF98","1.2","1","Кольцо","Удержание ноги за щиколотку                                  Вис на локтях                           Линия от колена до пятки 180 градусов и более","https://admin.wafed.org/storage/elements/18934/image.webp"
"flexibility","ASF98","1","1","Полотно","Вис на спиральной намотке Удержание прямой ноги за щиколотку Проворот плеч  Возможно выполнять на разделенных/собранных полотнах","https://admin.wafed.org/storage/elements/19310/image.webp"
"flexibility","AHF99","1.2","1","Кольцо","Верхняя рука на верхней дуге Руки прямые Удержание одноименной ноги на участке от колена до щиколотки Продольный шпагат 180 градусов и более","https://admin.wafed.org/storage/elements/18935/image.webp"
"flexibility","ASF99","1","1","Полотно","Продольный шпагат 180 градусов и более Упор в руки, руки перпендикулярно полу Прогиб в спине, одно полотна за поясницей","https://admin.wafed.org/storage/elements/19311/image.webp"
"flexibility","AHF100","1.2","1","Кольцо","Упор в подмышечную впадину Удержание ноги одноименной ноги Проворот плеч Удержание ноги за щиколотку Ноги прямые","https://admin.wafed.org/storage/elements/18936/image.webp"
"flexibility","ASF100","1","1","Полотно","Продольный шпагат 180 и более Руки прямые Проворот плеча Удержание разноименной рукой ноги за щиколотку","https://admin.wafed.org/storage/elements/19312/image.webp"
"flexibility","AHF101","1.2","1","Кольцо","Продольный шпагат 180 градусов и более Руки прямые Ноги прямые                              удержание ног разноименными рукамии ","https://admin.wafed.org/storage/elements/18937/image.webp"
"flexibility","ASF101","1","1","Полотно","Рука касается разноименной ноги Одна рука не на снаряде Проворот плеч Верхняя нога прямая верхняя рука прямая","https://admin.wafed.org/storage/elements/19313/image.webp"
"flexibility","AHF102","1.2","1","Кольцо","Обратный хват Продольный шпагат 180 градусов и более  Проворот плеча Ноги прямые Удержание одноименной ноги","https://admin.wafed.org/storage/elements/18938/image.webp"
"flexibility","ASF102","1","1","Полотно","Руки касается разноименной ноги Проворот плеч Руки прямые продольный шпагат 180 градусов и более","https://admin.wafed.org/storage/elements/19314/image.webp"
"flexibility","AHF103","1.2","1","Кольцо","Продольный шпагат 180 градусов и более  Руки прямые Узкий хват на верхней дуге  ","https://admin.wafed.org/storage/elements/18939/image.webp"
"flexibility","ASF104","1.2","1","Полотно","Ноги прямые руки прямые удержание ног на участке от колена до щиколотки","https://admin.wafed.org/storage/elements/19315/image.webp"
